Competition,Sex,Event,Round,RT,Result,RuleChange
Worlds,Mens,60m,1,0.143,Eliminated,2004-2009
Worlds,Mens,60m,1,0.191,Eliminated,2004-2009
Worlds,Mens,60m,1,0.171,Eliminated,2004-2009
Worlds,Mens,60m,1,0.108,Eliminated,2004-2009
Worlds,Mens,60m,1,0.157,Qualified,2004-2009
Worlds,Mens,60m,1,0.117,Qualified,2004-2009
Worlds,Mens,60m,1,0.216,FastestQualifier,2004-2009
Worlds,Mens,60m,1,0.164,Eliminated,2004-2009
Worlds,Mens,60m,1,0.123,Eliminated,2004-2009
Worlds,Mens,60m,1,0.168,Eliminated,2004-2009
Worlds,Mens,60m,1,0.146,Eliminated,2004-2009
Worlds,Mens,60m,1,NA,DNS,2004-2009
Worlds,Mens,60m,1,0.201,Qualified,2004-2009
Worlds,Mens,60m,1,0.145,Qualified,2004-2009
Worlds,Mens,60m,1,0.139,Eliminated,2004-2009
Worlds,Mens,60m,1,0.174,Eliminated,2004-2009
Worlds,Mens,60m,1,0.206,Eliminated,2004-2009
Worlds,Mens,60m,1,0.146,Eliminated,2004-2009
Worlds,Mens,60m,1,0.159,Eliminated,2004-2009
Worlds,Mens,60m,1,0.141,Eliminated,2004-2009
Worlds,Mens,60m,1,0.15,Qualified,2004-2009
Worlds,Mens,60m,1,0.171,Qualified,2004-2009
Worlds,Mens,60m,1,0.16,FastestQualifier,2004-2009
Worlds,Mens,60m,1,0.129,FastestQualifier,2004-2009
Worlds,Mens,60m,1,0.192,FastestQualifier,2004-2009
Worlds,Mens,60m,1,0.157,Eliminated,2004-2009
Worlds,Mens,60m,1,0.132,Eliminated,2004-2009
Worlds,Mens,60m,1,0.198,Eliminated,2004-2009
Worlds,Mens,60m,2,0.134,Qualified,2004-2009
Worlds,Mens,60m,2,0.147,Qualified,2004-2009
Worlds,Mens,60m,2,0.188,FastestQualifier,2004-2009
Worlds,Mens,60m,2,0.159,Eliminated,2004-2009
Worlds,Mens,60m,2,0.128,Eliminated,2004-2009
Worlds,Mens,60m,2,0.138,Eliminated,2004-2009
Worlds,Mens,60m,2,0.135,Eliminated,2004-2009
Worlds,Mens,60m,2,0.141,Eliminated,2004-2009
Worlds,Mens,60m,2,0.143,Qualified,2004-2009
Worlds,Mens,60m,2,0.154,Qualified,2004-2009
Worlds,Mens,60m,2,0.141,Eliminated,2004-2009
Worlds,Mens,60m,2,0.142,Eliminated,2004-2009
Worlds,Mens,60m,2,0.149,Eliminated,2004-2009
Worlds,Mens,60m,2,0.167,Eliminated,2004-2009
Worlds,Mens,60m,2,0.209,Eliminated,2004-2009
Worlds,Mens,60m,2,0.169,Eliminated,2004-2009
Worlds,Mens,60m,2,0.166,Qualified,2004-2009
Worlds,Mens,60m,2,0.138,Qualified,2004-2009
Worlds,Mens,60m,2,0.126,FastestQualifier,2004-2009
Worlds,Mens,60m,2,0.14,Eliminated,2004-2009
Worlds,Mens,60m,2,0.132,Eliminated,2004-2009
Worlds,Mens,60m,2,0.144,Eliminated,2004-2009
Worlds,Mens,60m,2,0.152,Eliminated,2004-2009
Worlds,Mens,60m,2,0.103,Eliminated,2004-2009
Worlds,Mens,60m,3,0.144,Finalist,2004-2009
Worlds,Mens,60m,3,0.158,Finalist,2004-2009
Worlds,Mens,60m,3,0.139,Finalist,2004-2009
Worlds,Mens,60m,3,0.139,Finalist,2004-2009
Worlds,Mens,60m,3,0.131,Finalist,2004-2009
Worlds,Mens,60m,3,0.154,Finalist,2004-2009
Worlds,Mens,60m,3,0.142,Finalist,2004-2009
Worlds,Mens,60m,3,0.139,Finalist,2004-2009
Worlds,Mens,60m,1,0.152,Qualified,1999-2003
Worlds,Mens,60m,1,0.141,Qualified,1999-2003
Worlds,Mens,60m,1,0.143,Qualified,1999-2003
Worlds,Mens,60m,1,0.141,Eliminated,1999-2003
Worlds,Mens,60m,1,0.143,Eliminated,1999-2003
Worlds,Mens,60m,1,0.16,Eliminated,1999-2003
Worlds,Mens,60m,1,0.195,Eliminated,1999-2003
Worlds,Mens,60m,1,0.153,Eliminated,1999-2003
Worlds,Mens,60m,1,0.12,Qualified,1999-2003
Worlds,Mens,60m,1,0.173,Qualified,1999-2003
Worlds,Mens,60m,1,0.118,Qualified,1999-2003
Worlds,Mens,60m,1,0.141,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.146,Eliminated,1999-2003
Worlds,Mens,60m,1,0.15,Eliminated,1999-2003
Worlds,Mens,60m,1,0.161,Eliminated,1999-2003
Worlds,Mens,60m,1,0.171,Eliminated,1999-2003
Worlds,Mens,60m,1,0.135,Qualified,1999-2003
Worlds,Mens,60m,1,0.162,Qualified,1999-2003
Worlds,Mens,60m,1,0.149,Qualified,1999-2003
Worlds,Mens,60m,1,0.131,Eliminated,1999-2003
Worlds,Mens,60m,1,0.157,Eliminated,1999-2003
Worlds,Mens,60m,1,0.152,Eliminated,1999-2003
Worlds,Mens,60m,1,0.127,Eliminated,1999-2003
Worlds,Mens,60m,1,0.14,Eliminated,1999-2003
Worlds,Mens,60m,1,0.15,Qualified,1999-2003
Worlds,Mens,60m,1,0.15,Qualified,1999-2003
Worlds,Mens,60m,1,0.139,Qualified,1999-2003
Worlds,Mens,60m,1,0.144,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.218,Eliminated,1999-2003
Worlds,Mens,60m,1,0.165,Eliminated,1999-2003
Worlds,Mens,60m,1,0.164,Eliminated,1999-2003
Worlds,Mens,60m,1,0.155,Eliminated,1999-2003
Worlds,Mens,60m,1,0.147,Qualified,1999-2003
Worlds,Mens,60m,1,0.143,Qualified,1999-2003
Worlds,Mens,60m,1,0.159,Qualified,1999-2003
Worlds,Mens,60m,1,0.171,Eliminated,1999-2003
Worlds,Mens,60m,1,0.152,Eliminated,1999-2003
Worlds,Mens,60m,1,0.177,Eliminated,1999-2003
Worlds,Mens,60m,1,0.162,Eliminated,1999-2003
Worlds,Mens,60m,1,0.162,Eliminated,1999-2003
Worlds,Mens,60m,1,0.137,Qualified,1999-2003
Worlds,Mens,60m,1,0.131,Qualified,1999-2003
Worlds,Mens,60m,1,0.151,Qualified,1999-2003
Worlds,Mens,60m,1,0.138,Eliminated,1999-2003
Worlds,Mens,60m,1,0.17,Eliminated,1999-2003
Worlds,Mens,60m,1,0.148,Eliminated,1999-2003
Worlds,Mens,60m,1,0.249,Eliminated,1999-2003
Worlds,Mens,60m,1,0.165,Eliminated,1999-2003
Worlds,Mens,60m,1,0.146,Qualified,1999-2003
Worlds,Mens,60m,1,0.146,Qualified,1999-2003
Worlds,Mens,60m,1,0.14,Qualified,1999-2003
Worlds,Mens,60m,1,0.155,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.153,Eliminated,1999-2003
Worlds,Mens,60m,1,0.128,Eliminated,1999-2003
Worlds,Mens,60m,1,0.151,Eliminated,1999-2003
Worlds,Mens,60m,1,0.167,Eliminated,1999-2003
Worlds,Mens,60m,2,0.16,Qualified,1999-2003
Worlds,Mens,60m,2,0.141,Qualified,1999-2003
Worlds,Mens,60m,2,0.138,Eliminated,1999-2003
Worlds,Mens,60m,2,0.141,Eliminated,1999-2003
Worlds,Mens,60m,2,0.119,Eliminated,1999-2003
Worlds,Mens,60m,2,0.199,Eliminated,1999-2003
Worlds,Mens,60m,2,0.136,Eliminated,1999-2003
Worlds,Mens,60m,2,0.157,Eliminated,1999-2003
Worlds,Mens,60m,2,0.125,Qualified,1999-2003
Worlds,Mens,60m,2,0.12,Qualified,1999-2003
Worlds,Mens,60m,2,0.174,FastestQualifier,1999-2003
Worlds,Mens,60m,2,0.159,FastestQualifier,1999-2003
Worlds,Mens,60m,2,0.129,Eliminated,1999-2003
Worlds,Mens,60m,2,0.148,Eliminated,1999-2003
Worlds,Mens,60m,2,0.142,Eliminated,1999-2003
Worlds,Mens,60m,2,0.162,Eliminated,1999-2003
Worlds,Mens,60m,2,0.138,Qualified,1999-2003
Worlds,Mens,60m,2,0.148,Qualified,1999-2003
Worlds,Mens,60m,2,0.161,Eliminated,1999-2003
Worlds,Mens,60m,2,0.123,Eliminated,1999-2003
Worlds,Mens,60m,2,0.173,Eliminated,1999-2003
Worlds,Mens,60m,2,0.215,Eliminated,1999-2003
Worlds,Mens,60m,2,0.129,Eliminated,1999-2003
Worlds,Mens,60m,2,0.151,Eliminated,1999-2003
Worlds,Mens,60m,3,0.138,Finalist,1999-2003
Worlds,Mens,60m,3,0.109,Finalist,1999-2003
Worlds,Mens,60m,3,0.132,Finalist,1999-2003
Worlds,Mens,60m,3,0.143,Finalist,1999-2003
Worlds,Mens,60m,3,0.127,Finalist,1999-2003
Worlds,Mens,60m,3,0.141,Finalist,1999-2003
Worlds,Mens,60m,3,0.152,Finalist,1999-2003
Worlds,Mens,60m,3,0.144,Finalist,1999-2003
Worlds,Mens,60m,1,0.124,Qualified,1999-2003
Worlds,Mens,60m,1,0.143,Qualified,1999-2003
Worlds,Mens,60m,1,0.227,Eliminated,1999-2003
Worlds,Mens,60m,1,0.169,Eliminated,1999-2003
Worlds,Mens,60m,1,0.15,Eliminated,1999-2003
Worlds,Mens,60m,1,0.151,Eliminated,1999-2003
Worlds,Mens,60m,1,0.198,Eliminated,1999-2003
Worlds,Mens,60m,1,0.168,Eliminated,1999-2003
Worlds,Mens,60m,1,0.119,Qualified,1999-2003
Worlds,Mens,60m,1,0.131,Qualified,1999-2003
Worlds,Mens,60m,1,0.168,Eliminated,1999-2003
Worlds,Mens,60m,1,0.159,Eliminated,1999-2003
Worlds,Mens,60m,1,0.135,Eliminated,1999-2003
Worlds,Mens,60m,1,0.141,Eliminated,1999-2003
Worlds,Mens,60m,1,0.19,Eliminated,1999-2003
Worlds,Mens,60m,1,0.251,Eliminated,1999-2003
Worlds,Mens,60m,1,0.148,Qualified,1999-2003
Worlds,Mens,60m,1,0.129,Qualified,1999-2003
Worlds,Mens,60m,1,0.153,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.148,Eliminated,1999-2003
Worlds,Mens,60m,1,0.135,Eliminated,1999-2003
Worlds,Mens,60m,1,0.134,Eliminated,1999-2003
Worlds,Mens,60m,1,NA,DNS,1999-2003
Worlds,Mens,60m,1,0.199,Qualified,1999-2003
Worlds,Mens,60m,1,0.131,Qualified,1999-2003
Worlds,Mens,60m,1,0.109,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.156,Eliminated,1999-2003
Worlds,Mens,60m,1,0.145,Eliminated,1999-2003
Worlds,Mens,60m,1,0.175,Eliminated,1999-2003
Worlds,Mens,60m,1,0.131,Eliminated,1999-2003
Worlds,Mens,60m,1,0.166,Qualified,1999-2003
Worlds,Mens,60m,1,0.117,Qualified,1999-2003
Worlds,Mens,60m,1,0.145,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.139,Eliminated,1999-2003
Worlds,Mens,60m,1,0.146,Eliminated,1999-2003
Worlds,Mens,60m,1,0.148,Eliminated,1999-2003
Worlds,Mens,60m,1,0.23,Eliminated,1999-2003
Worlds,Mens,60m,1,NA,DNS,1999-2003
Worlds,Mens,60m,1,0.159,Qualified,1999-2003
Worlds,Mens,60m,1,0.133,Qualified,1999-2003
Worlds,Mens,60m,1,0.142,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.146,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.15,Eliminated,1999-2003
Worlds,Mens,60m,1,0.141,Eliminated,1999-2003
Worlds,Mens,60m,1,0.173,Eliminated,1999-2003
Worlds,Mens,60m,1,NA,DNS,1999-2003
Worlds,Mens,60m,1,0.15,Qualified,1999-2003
Worlds,Mens,60m,1,0.202,Qualified,1999-2003
Worlds,Mens,60m,1,0.116,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.136,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.154,Eliminated,1999-2003
Worlds,Mens,60m,1,0.135,Eliminated,1999-2003
Worlds,Mens,60m,1,0.129,Eliminated,1999-2003
Worlds,Mens,60m,1,0.152,Eliminated,1999-2003
Worlds,Mens,60m,1,0.157,Qualified,1999-2003
Worlds,Mens,60m,1,0.122,Qualified,1999-2003
Worlds,Mens,60m,1,0.206,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.123,Eliminated,1999-2003
Worlds,Mens,60m,1,0.173,Eliminated,1999-2003
Worlds,Mens,60m,1,0.337,Eliminated,1999-2003
Worlds,Mens,60m,1,0.307,Eliminated,1999-2003
Worlds,Mens,60m,1,NA,DNS,1999-2003
Worlds,Mens,60m,2,0.133,Qualified,1999-2003
Worlds,Mens,60m,2,0.135,Qualified,1999-2003
Worlds,Mens,60m,2,0.121,FastestQualifier,1999-2003
Worlds,Mens,60m,2,0.145,FastestQualifier,1999-2003
Worlds,Mens,60m,2,0.156,Eliminated,1999-2003
Worlds,Mens,60m,2,0.136,Eliminated,1999-2003
Worlds,Mens,60m,2,0.121,Eliminated,1999-2003
Worlds,Mens,60m,2,0.138,Eliminated,1999-2003
Worlds,Mens,60m,2,0.185,Qualified,1999-2003
Worlds,Mens,60m,2,0.114,Qualified,1999-2003
Worlds,Mens,60m,2,0.126,Eliminated,1999-2003
Worlds,Mens,60m,2,0.146,Eliminated,1999-2003
Worlds,Mens,60m,2,0.135,Eliminated,1999-2003
Worlds,Mens,60m,2,0.135,Eliminated,1999-2003
Worlds,Mens,60m,2,0.152,Eliminated,1999-2003
Worlds,Mens,60m,2,0.111,Eliminated,1999-2003
Worlds,Mens,60m,2,0.136,Qualified,1999-2003
Worlds,Mens,60m,2,0.157,Qualified,1999-2003
Worlds,Mens,60m,2,0.125,Eliminated,1999-2003
Worlds,Mens,60m,2,0.169,Eliminated,1999-2003
Worlds,Mens,60m,2,0.145,Eliminated,1999-2003
Worlds,Mens,60m,2,0.135,Eliminated,1999-2003
Worlds,Mens,60m,2,0.149,Eliminated,1999-2003
Worlds,Mens,60m,2,0.129,Eliminated,1999-2003
Worlds,Mens,60m,3,0.135,Finalist,1999-2003
Worlds,Mens,60m,3,0.111,Finalist,1999-2003
Worlds,Mens,60m,3,0.127,Finalist,1999-2003
Worlds,Mens,60m,3,0.118,Finalist,1999-2003
Worlds,Mens,60m,3,0.128,Finalist,1999-2003
Worlds,Mens,60m,3,0.153,Finalist,1999-2003
Worlds,Mens,60m,3,0.122,Finalist,1999-2003
Worlds,Mens,60m,3,NA,Disqualified,1999-2003
Worlds,Mens,60m,1,0.166,Qualified,1999-2003
Worlds,Mens,60m,1,0.138,Qualified,1999-2003
Worlds,Mens,60m,1,0.133,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.122,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.125,Eliminated,1999-2003
Worlds,Mens,60m,1,0.14,Eliminated,1999-2003
Worlds,Mens,60m,1,NA,Disqualified,1999-2003
Worlds,Mens,60m,1,NA,DNS,1999-2003
Worlds,Mens,60m,1,0.114,Qualified,1999-2003
Worlds,Mens,60m,1,0.251,Qualified,1999-2003
Worlds,Mens,60m,1,0.119,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.141,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.119,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.132,Eliminated,1999-2003
Worlds,Mens,60m,1,0.122,Eliminated,1999-2003
Worlds,Mens,60m,1,0.142,Eliminated,1999-2003
Worlds,Mens,60m,1,0.224,Qualified,1999-2003
Worlds,Mens,60m,1,0.178,Qualified,1999-2003
Worlds,Mens,60m,1,0.172,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.184,Eliminated,1999-2003
Worlds,Mens,60m,1,0.118,Eliminated,1999-2003
Worlds,Mens,60m,1,0.143,Eliminated,1999-2003
Worlds,Mens,60m,1,0.166,Eliminated,1999-2003
Worlds,Mens,60m,1,NA,DNS,1999-2003
Worlds,Mens,60m,1,0.126,Qualified,1999-2003
Worlds,Mens,60m,1,0.122,Qualified,1999-2003
Worlds,Mens,60m,1,0.121,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.135,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.141,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.116,Eliminated,1999-2003
Worlds,Mens,60m,1,0.174,Eliminated,1999-2003
Worlds,Mens,60m,1,0.148,Eliminated,1999-2003
Worlds,Mens,60m,1,0.141,Qualified,1999-2003
Worlds,Mens,60m,1,0.139,Qualified,1999-2003
Worlds,Mens,60m,1,0.145,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.123,Eliminated,1999-2003
Worlds,Mens,60m,1,0.126,Eliminated,1999-2003
Worlds,Mens,60m,1,0.125,Eliminated,1999-2003
Worlds,Mens,60m,1,0.115,Eliminated,1999-2003
Worlds,Mens,60m,1,0.125,Eliminated,1999-2003
Worlds,Mens,60m,1,0.135,Qualified,1999-2003
Worlds,Mens,60m,1,0.128,Qualified,1999-2003
Worlds,Mens,60m,1,0.139,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.139,FastestQualifier,1999-2003
Worlds,Mens,60m,1,0.142,Eliminated,1999-2003
Worlds,Mens,60m,1,0.157,Eliminated,1999-2003
Worlds,Mens,60m,1,0.149,Eliminated,1999-2003
Worlds,Mens,60m,1,0.214,Eliminated,1999-2003
Worlds,Mens,60m,2,0.178,Qualified,1999-2003
Worlds,Mens,60m,2,0.116,Qualified,1999-2003
Worlds,Mens,60m,2,0.137,FastestQualifier,1999-2003
Worlds,Mens,60m,2,0.144,Eliminated,1999-2003
Worlds,Mens,60m,2,0.139,Eliminated,1999-2003
Worlds,Mens,60m,2,0.13,Eliminated,1999-2003
Worlds,Mens,60m,2,0.119,Eliminated,1999-2003
Worlds,Mens,60m,2,NA,DNS,1999-2003
Worlds,Mens,60m,2,0.127,Qualified,1999-2003
Worlds,Mens,60m,2,0.107,Qualified,1999-2003
Worlds,Mens,60m,2,0.12,FastestQualifier,1999-2003
Worlds,Mens,60m,2,0.121,Eliminated,1999-2003
Worlds,Mens,60m,2,0.13,Eliminated,1999-2003
Worlds,Mens,60m,2,0.123,Eliminated,1999-2003
Worlds,Mens,60m,2,0.14,Eliminated,1999-2003
Worlds,Mens,60m,2,0.138,Eliminated,1999-2003
Worlds,Mens,60m,2,0.135,Qualified,1999-2003
Worlds,Mens,60m,2,0.125,Qualified,1999-2003
Worlds,Mens,60m,2,0.132,Eliminated,1999-2003
Worlds,Mens,60m,2,0.127,Eliminated,1999-2003
Worlds,Mens,60m,2,0.132,Eliminated,1999-2003
Worlds,Mens,60m,2,0.132,Eliminated,1999-2003
Worlds,Mens,60m,2,0.136,Eliminated,1999-2003
Worlds,Mens,60m,2,0.139,Eliminated,1999-2003
Worlds,Mens,60m,3,0.126,Finalist,1999-2003
Worlds,Mens,60m,3,0.119,Finalist,1999-2003
Worlds,Mens,60m,3,0.12,Finalist,1999-2003
Worlds,Mens,60m,3,0.115,Finalist,1999-2003
Worlds,Mens,60m,3,0.145,Finalist,1999-2003
Worlds,Mens,60m,3,0.107,Finalist,1999-2003
Worlds,Mens,60m,3,0.118,Finalist,1999-2003
Worlds,Mens,60m,3,0.134,Finalist,1999-2003
Worlds,Mens,60m Hurdles,1,0.183,Qualified,1999-2003
Worlds,Mens,60m Hurdles,1,0.142,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.161,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.163,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.188,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.187,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.148,DNF,2010-2014
Worlds,Mens,60m Hurdles,1,0.148,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.158,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.136,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.154,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.169,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.143,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.231,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.188,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.152,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.181,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.14,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.156,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.134,FastestQualifier,2010-2014
Worlds,Mens,60m Hurdles,1,0.148,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.206,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.18,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.147,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.181,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.148,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.147,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.18,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.16,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.212,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.237,Disqualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.172,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.168,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.156,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.136,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.148,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.15,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.173,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.131,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.142,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.143,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.208,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.158,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.174,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.131,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.147,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.142,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,3,0.174,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.161,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.143,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.145,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.155,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.144,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.144,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,NA,DNS,2010-2014
Worlds,Mens,60m Hurdles,1,0.191,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.205,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.223,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.14,FastestQualifier,2010-2014
Worlds,Mens,60m Hurdles,1,0.23,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.236,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.252,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.079,Disqualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.21,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.214,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.13,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.245,FastestQualifier,2010-2014
Worlds,Mens,60m Hurdles,1,0.148,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.292,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.321,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.239,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.139,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.254,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.234,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.248,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.298,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.157,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.235,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,NA,DNS,2010-2014
Worlds,Mens,60m Hurdles,1,0.159,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.174,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.168,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.166,FastestQualifier,2010-2014
Worlds,Mens,60m Hurdles,1,0.206,FastestQualifier,2010-2014
Worlds,Mens,60m Hurdles,1,0.28,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.232,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.22,DNF,2010-2014
Worlds,Mens,60m Hurdles,2,0.157,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.201,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.194,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.165,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.248,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.175,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.175,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.235,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.212,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.229,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.222,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.154,Qualified,2010-2014
Worlds,Mens,60m Hurdles,2,0.146,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.156,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,0.197,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,2,NA,DNS,2010-2014
Worlds,Mens,60m Hurdles,3,0.135,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.167,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.141,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.155,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.202,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.155,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.147,Finalist,2010-2014
Worlds,Mens,60m Hurdles,3,0.157,Finalist,2010-2014
Worlds,Mens,60m Hurdles,1,0.152,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.156,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.148,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.157,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.169,FastestQualifier,2010-2014
Worlds,Mens,60m Hurdles,1,0.259,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.232,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,0.158,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.219,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.167,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.165,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.18,Eliminated,2010-2014
Worlds,Mens,60m Hurdles,1,NA,Disqualified,2010-2014
Worlds,Mens,60m Hurdles,1,NA,DNS,2010-2014
Worlds,Mens,60m Hurdles,1,0.21,Qualified,2010-2014
Worlds,Mens,60m Hurdles,1,0.242,Qualified,2010-2014
